SL,Text,Category,Polarity
1234,"গ্রেট ওয়াইন তালিকা, যুক্তিসঙ্গত দাম। - সারা",price,positive
1235,হট ডগ মাঝখানে ঠান্ডা ছিল এবং পোঁদ  বদ্ধ ছিল,food,negative
1236,"যদিও খাবারটি চমৎকার ছিল, এটি সস্তা ছিল না (যদিও তা অত্যন্ত ব্যয়বহুল নয়)।",food,positive
1237,"যদিও খাবারটি চমৎকার ছিল, এটি সস্তা ছিল না (যদিও তা অত্যন্ত ব্যয়বহুল নয়)।",price,conflict
1238,গরুর মাংসের  নুডল স্যুপ  বেশ ভালই ।,food,positive
1239,আমি  এই জায়গার  খারাপ পর্যালোচনা পড়ে খুব দু: খিত হয়েছিলা,anecdotes/miscellaneous,negative
1240,ডেলিভারি সেবা খুব মহান।,service,positive
1241,"স্বচ্ছত থালা ভরা খাবার   ঝলক দিচছল   , সত্যি সত্যি খাঁটি থাই রন্ধনপ্রণালীর সৌন্দর্য জড়িয়ে রয়েছে।",food,positive
1242,আমি হাসি দিয়ে দ্রুতিসম্পন্ন সেবা পেয়েছি।,service,positive
1243,তারা তাদের খাদ্য দেবতার কাছে ভিট-এর মতো ভাল পিজা তৈরি করার জন্য প্রার্থনা করে।,food,conflict
1244,জায়গাটি শান্ত এবং আনন্দদায়ক ছিল।,ambience,positive
1245,খুব ভাল!,anecdotes/miscellaneous,positive
1246,আমি বাইরে চাইনিজ  নিয়ন্ত্রণকারী   পেয়েছি।,food,positive
1247,তারা আশ্চর্যজনক!,anecdotes/miscellaneous,positive
1248,এই জায়গা এড়িয়ে চলুন!,anecdotes/miscellaneous,negative
1249,খাদ্যটির হাড়ের মধ্যে একটি হীরা - খাদ্যটি সুস্বাদু এবং বাড়িতে তৈরী এবং সবজি ও টমেটো সমৃদ্ধ।,food,positive
1250,একবার অবশ্যই চেষ্টা করা উচিত!,anecdotes/miscellaneous,positive
1251,"সেখানের খাদ্য আমি যতটা  পছন্দ করি , আমি  নিজেকে ফিরে আনতে পাড়ব না।",anecdotes/miscellaneous,negative
1252,"সেখানের খাদ্য আমি যতটা  পছন্দ করি , আমি  নিজেকে ফিরে আনতে পাড়ব না।",food,positive
1253,"এটি কাঁটাতারের মতো, আংশিকভাবে তৈরি পনির মত লাগছিল - এখনও রেখাচিত্রমালার মধ্যে ",food,negative
1254,পশ্চিম গ্রামে এটির বেশ মূল্য এবং বিশেষ করে পরিবেশর জন্য মহান বলে বিবেচনা করা হয়,ambience,positive
1255,পশ্চিম গ্রামে এটির বেশ মূল্য এবং বিশেষ করে পরিবেশর জন্য মহান বলে বিবেচনা করা হয়,price,positive
1256,স্যুপও খুব সুন্দর,food,positive
1257, এক সপ্তাহের নোটিশে  খুব সহজে   NYC এর  একটি শীর্ষস্থানীয় স্থানে সংরক্ষণ করা যায় ,anecdotes/miscellaneous,positive
1258,আমি কখনও ভাল নম্র মূল শাক সবজি বা একটি মাশরুম সহ  মাংসের সুরুয়া  উপভোগ করিনি - এবং এই রাঁধুনি চর্বি ছাড়া সিদ্ধ করেছেন,food,positive
