Text,Polarity
 এত দিনে বুঝেছি রহিংগারা মানূুষ না তারা পৃথিবীতে বেঁচে থাকলে এ পৃথিবীতে আমরা যারা মানূুষ তারা বসবাস করতে পারবনা কারন ওরা পরমানু অস্রের চেয়ে ভয়ংকর তাই প্রোত্যেক মুসলিম অ মুসলিমের ঈমানী দায়িত্ব ওদের মেরে পেলা ,negative
 এই অসহায় মানুষ গুলোকে আমরা বাঁচাতে পারছিনা কারন আমাদের মনুষ্যত্ত বেঁচে নেই আসলে আমরা কেউ বেঁচে নেই ,negative
 হে ভাইয়েরা হে মা ও বোনেরা তোমরা আমাদেরকে ক্ষমা করে দিয়ো আমাদের দূর্ভাগ্য যে তোমাদের জন্য আমরা কিছুই করতে পারলামনা ,negative
 ভাই যদি তোমার চোখে পরে তাহলে ফেইচবুকে ট্যাটাস দাও যে মিয়ানমার বাংলাদেশ শাসন করবেগড়ে ওঠেন সবাই মিয়ানমার পুরো দেশ আমাদের বাংলাদেশ হিসাবে পরিচিত করাতে হবে পৃথিবীতে মিয়ানমার হিসাবে কোন দেশ থাকবে না ,negative
 আমাদের প্রধান মন্ত্রী জুদি রোহিঙ্গাদের জায়গা না দেয় তাহলে আর জিবনেও তাকে ভোট দিব না ,negative
শেখ হাসিনা দেশের স্বার্থের বাইরে যাবেনা ,negative
 আমরা আমাদের সুন্দর বন চাই ,positive
 আল্লাহ মুছুলমান কে হেফাজত কর অামিন ,positive
এক ভাই অন্য ভাইকে সাহায্য করা ফরজ দ্বায়িত্ব ,positive
 এ জন্য়ই জিপি কে আমার এতো ভাল লাগে ,positive
